sample_accession,run_accession,tax_id,scientific_name,instrument_model,library_layout,nominal_length,read_count,fastq_ftp,sra_ftp
SAMEA3895606,ERR1309163,4932,Saccharomyces cerevisiae,Illumina HiSeq 2000,PAIRED,535.0,18250139,ftp.sra.ebi.ac.uk/vol1/fastq/ERR130/003/ERR1309163/ERR1309163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR130/003/ERR1309163/ERR1309163_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR130/003/ERR1309163
SAMN00007713,SRR034556,9606,Homo sapiens,Illumina Genome Analyzer II,PAIRED,280.0,22460517,ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034556/SRR034556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034556/SRR034556_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034556
SAMN11258850,SRR8787526,30521,Bos grunniens,Illumina HiSeq 2500,PAIRED,,42623909,ftp.sra.ebi.ac.uk/vol1/fastq/SRR878/006/SRR8787526/SRR8787526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR878/006/SRR8787526/SRR8787526_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR878/006/SRR8787526
SAMN01173941,SRR585597,3712,Brassica oleracea,Illumina HiSeq 2000,PAIRED,182.0,18261574,ftp.sra.ebi.ac.uk/vol1/fastq/SRR585/SRR585597/SRR585597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR585/SRR585597/SRR585597_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR585/SRR585597
SAMN02744102,SRR3928095,903526,Paenibacillus sp. J6,Illumina Genome Analyzer IIx,PAIRED,,33802087,ftp.sra.ebi.ac.uk/vol1/fastq/SRR392/005/SRR3928095/SRR3928095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR392/005/SRR3928095/SRR3928095_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR392/005/SRR3928095
SAMN10740666,SRR8549352,124412,Hypolimnas misippus,Illumina HiSeq 2500,PAIRED,,47271403,ftp.sra.ebi.ac.uk/vol1/fastq/SRR854/002/SRR8549352/SRR8549352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR854/002/SRR8549352/SRR8549352_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR854/002/SRR8549352
SAMN02146716,SRR857781,9358,Choloepus hoffmanni,Illumina Genome Analyzer II,PAIRED,331.0,21809581,ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/SRR857781/SRR857781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/SRR857781/SRR857781_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR857/SRR857781
SAMN00249940,ERR3963829,9606,Homo sapiens,Illumina NovaSeq 6000,PAIRED,450.0,33159563,ftp.sra.ebi.ac.uk/vol1/fastq/ERR396/009/ERR3963829/ERR3963829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR396/009/ERR3963829/ERR3963829_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR396/009/ERR3963829
SAMEA104229024,ERR2647492,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,287.0,36594234,ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/002/ERR2647492/ERR2647492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/002/ERR2647492/ERR2647492_2.fastq.gz;,
SAMN09907713,SRR7750020,30521,Bos grunniens,Illumina HiSeq 2000,PAIRED,,29124180,ftp.sra.ebi.ac.uk/vol1/fastq/SRR775/000/SRR7750020/SRR7750020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR775/000/SRR7750020/SRR7750020_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR775/000/SRR7750020
SAMN00691377,SRR326796,7227,Drosophila melanogaster,Illumina Genome Analyzer IIx,PAIRED,390.0,19777347,ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/SRR326796/SRR326796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/SRR326796/SRR326796_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR326/SRR326796
SAMEA2569338,ERR613533,4530,Oryza sativa,Illumina HiSeq 2000,PAIRED,500.0,10173667,ftp.sra.ebi.ac.uk/vol1/fastq/ERR613/ERR613533/ERR613533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR613/ERR613533/ERR613533_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR613/ERR613533
SAMN00006348,ERR3963755,9606,Homo sapiens,Illumina NovaSeq 6000,PAIRED,450.0,21315770,ftp.sra.ebi.ac.uk/vol1/fastq/ERR396/005/ERR3963755/ERR3963755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR396/005/ERR3963755/ERR3963755_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR396/005/ERR3963755
SAMN07341553,SRR5891599,29760,Vitis vinifera,Illumina HiSeq 4000,PAIRED,,43728826,ftp.sra.ebi.ac.uk/vol1/fastq/SRR589/009/SRR5891599/SRR5891599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR589/009/SRR5891599/SRR5891599_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR589/009/SRR5891599
SAMEA4852268,ERR2893467,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,459.0,22197290,ftp.sra.ebi.ac.uk/vol1/fastq/ERR289/007/ERR2893467/ERR2893467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR289/007/ERR2893467/ERR2893467_2.fastq.gz;,
SAMEA104229147,ERR2644315,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,450.0,32420052,ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/005/ERR2644315/ERR2644315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/005/ERR2644315/ERR2644315_2.fastq.gz;,
SAMEA3662154,ERR1594859,4932,Saccharomyces cerevisiae,HiSeq X Ten,PAIRED,456.0,10157052,ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/009/ERR1594859/ERR1594859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/009/ERR1594859/ERR1594859_2.fastq.gz;,
SAMEA4852013,ERR2977138,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,471.0,24782598,ftp.sra.ebi.ac.uk/vol1/fastq/ERR297/008/ERR2977138/ERR2977138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR297/008/ERR2977138/ERR2977138_2.fastq.gz;,
SAMN05728346,SRR4140063,1280,Staphylococcus aureus,Illumina HiSeq 2000,PAIRED,,11004035,ftp.sra.ebi.ac.uk/vol1/fastq/SRR414/003/SRR4140063/SRR4140063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR414/003/SRR4140063/SRR4140063_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR414/003/SRR4140063
SAMEA3867570,ERR1541739,1313,Streptococcus pneumoniae,Illumina HiSeq 2000,PAIRED,416.0,15862298,ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/009/ERR1541739/ERR1541739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/009/ERR1541739/ERR1541739_2.fastq.gz;,
SAMN03200174,SRR1790409,9544,Macaca mulatta,Illumina HiSeq 2000,PAIRED,,46769341,ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/009/SRR1790409/SRR1790409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/009/SRR1790409/SRR1790409_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR179/009/SRR1790409
SAMEA3911527,ERR1584212,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,395.0,23034202,ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/002/ERR1584212/ERR1584212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/002/ERR1584212/ERR1584212_2.fastq.gz;,
SAMEA1904618,ERR294740,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,467.0,19535212,ftp.sra.ebi.ac.uk/vol1/fastq/ERR294/ERR294740/ERR294740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR294/ERR294740/ERR294740_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR294/ERR294740
SAMN04580671,SRR3297099,4530,Oryza sativa,Illumina HiSeq 2500,PAIRED,,13571212,ftp.sra.ebi.ac.uk/vol1/fastq/SRR329/009/SRR3297099/SRR3297099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR329/009/SRR3297099/SRR3297099_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR329/009/SRR3297099
SAMEA104228953,ERR2645512,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,309.0,34875450,ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/002/ERR2645512/ERR2645512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/002/ERR2645512/ERR2645512_2.fastq.gz;,
SAMN04129185,SRR2759537,4558,Sorghum bicolor,Illumina HiSeq 2500,PAIRED,,29965530,ftp.sra.ebi.ac.uk/vol1/fastq/SRR275/007/SRR2759537/SRR2759537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR275/007/SRR2759537/SRR2759537_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR275/007/SRR2759537
SAMD00052436,DRR060610,34305,Lotus japonicus,Illumina HiSeq 2000,PAIRED,500.0,40342038,ftp.sra.ebi.ac.uk/vol1/fastq/DRR060/DRR060610/DRR060610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR060/DRR060610/DRR060610_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/drr/DRR060/DRR060610
SAMEA2055329,ERR501757,7173,Anopheles arabiensis,Illumina HiSeq 2000,PAIRED,251.0,30896614,ftp.sra.ebi.ac.uk/vol1/fastq/ERR501/ERR501757/ERR501757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR501/ERR501757/ERR501757_2.fastq.gz;,
SAMD00011660,DRR015713,61648,Kluyvera intermedia,Illumina HiSeq 2000,PAIRED,,11540094,ftp.sra.ebi.ac.uk/vol1/fastq/DRR015/DRR015713/DRR015713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR015/DRR015713/DRR015713_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/drr/DRR015/DRR015713
SAMN03496655,SRR1984975,3702,Arabidopsis thaliana,Illumina HiSeq 2000,PAIRED,500.0,26484443,ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/005/SRR1984975/SRR1984975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/005/SRR1984975/SRR1984975_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR198/005/SRR1984975
SAMN10841912,SRR8503479,5693,Trypanosoma cruzi,NextSeq 500,SINGLE,,15675116,ftp.sra.ebi.ac.uk/vol1/fastq/SRR850/009/SRR8503479/SRR8503479.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR850/009/SRR8503479
SAMN07276361,SRR5755618,655981,Pseudogymnoascus destructans,Illumina HiSeq 2500,PAIRED,,46184619,ftp.sra.ebi.ac.uk/vol1/fastq/SRR575/008/SRR5755618/SRR5755618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR575/008/SRR5755618/SRR5755618_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR575/008/SRR5755618
SAMEA104598508,ERR2656558,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,378.0,39845118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR265/008/ERR2656558/ERR2656558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR265/008/ERR2656558/ERR2656558_2.fastq.gz;,
SAMEA6374020,ERR3775097,4565,Triticum aestivum,Illumina HiSeq 2500,PAIRED,,36103360,ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/007/ERR3775097/ERR3775097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/007/ERR3775097/ERR3775097_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR377/007/ERR3775097
SAMEA2058088,ERR328570,7165,Anopheles gambiae,Illumina HiSeq 2000,PAIRED,244.0,14955774,ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/ERR328570/ERR328570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/ERR328570/ERR328570_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR328/ERR328570
SAMN02912080,SRR1514961,4932,Saccharomyces cerevisiae,Illumina HiSeq 1000,PAIRED,,33321255,ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1514961/SRR1514961.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR151/001/SRR1514961
SAMN02867962,SRR3227136,3339,Pinus contorta,Illumina HiSeq 2000,PAIRED,,12887414,ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/006/SRR3227136/SRR3227136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/006/SRR3227136/SRR3227136_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR322/006/SRR3227136
SAMN05792412,SRR4308656,4432,Nelumbo nucifera,Illumina HiSeq 2500,PAIRED,,16344238,ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/006/SRR4308656/SRR4308656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/006/SRR4308656/SRR4308656_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR430/006/SRR4308656
SAMEA2057857,ERR328497,7165,Anopheles gambiae,Illumina HiSeq 2000,PAIRED,248.0,14203447,ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/ERR328497/ERR328497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/ERR328497/ERR328497_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR328/ERR328497
SAMN00791347,SRR449105,381124,Zea mays subsp. mays,Illumina HiSeq 2000,PAIRED,300.0,11729560,ftp.sra.ebi.ac.uk/vol1/fastq/SRR449/SRR449105/SRR449105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR449/SRR449105/SRR449105_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR449/SRR449105
SAMN11411296,SRR8892291,73275,Helianthus argophyllus,Illumina HiSeq 4000,PAIRED,,29348018,ftp.sra.ebi.ac.uk/vol1/fastq/SRR889/001/SRR8892291/SRR8892291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR889/001/SRR8892291/SRR8892291_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR889/001/SRR8892291
SAMN10409118,SRR10121131,42345,Phoenix dactylifera,Illumina HiSeq 2500,PAIRED,,37579446,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/031/SRR10121131/SRR10121131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/031/SRR10121131/SRR10121131_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/031/SRR10121131
SAMEA1025689,ERR057971,1313,Streptococcus pneumoniae,Illumina HiSeq 2000,PAIRED,249.0,11180162,ftp.sra.ebi.ac.uk/vol1/fastq/ERR057/ERR057971/ERR057971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR057/ERR057971/ERR057971_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR057/ERR057971
SAMEA4669664,ERR2891553,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,518.0,16452538,ftp.sra.ebi.ac.uk/vol1/fastq/ERR289/003/ERR2891553/ERR2891553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR289/003/ERR2891553/ERR2891553_2.fastq.gz;,
SAMN08683178,SRR6823464,6239,Caenorhabditis elegans,Illumina HiSeq 4000,PAIRED,,48922201,ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6823464/SRR6823464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6823464/SRR6823464_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR682/004/SRR6823464
SAMEA1570209,ERR191571,7165,Anopheles gambiae,Illumina HiSeq 2000,PAIRED,266.0,20383001,ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/ERR191571/ERR191571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/ERR191571/ERR191571_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR191/ERR191571
SAMEA3931923,ERR1638817,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,418.0,27279052,ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1638817/ERR1638817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1638817/ERR1638817_2.fastq.gz;,
SAMEA103925016,ERR2435865,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,425.0,33579162,ftp.sra.ebi.ac.uk/vol1/fastq/ERR243/005/ERR2435865/ERR2435865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR243/005/ERR2435865/ERR2435865_2.fastq.gz;,
SAMEA1570380,ERR212442,7173,Anopheles arabiensis,Illumina HiSeq 2000,PAIRED,257.0,12713943,ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212442/ERR212442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212442/ERR212442_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR212/ERR212442
SAMEA2224151,ERR450112,5833,Plasmodium falciparum,Illumina HiSeq 2000,PAIRED,219.0,27807496,ftp.sra.ebi.ac.uk/vol1/fastq/ERR450/ERR450112/ERR450112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR450/ERR450112/ERR450112_2.fastq.gz;,
SAMEA2058656,ERR326903,7165,Anopheles gambiae,Illumina HiSeq 2000,PAIRED,225.0,14707476,ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326903/ERR326903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326903/ERR326903_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR326/ERR326903
SAMN03760860,SRR2085980,8400,Lithobates catesbeianus,Illumina HiSeq 2000,PAIRED,711.0,42891752,ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2085980/SRR2085980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2085980/SRR2085980_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR208/000/SRR2085980
SAMEA4624937,ERR2575707,38626,Phascolarctos cinereus,NextSeq 500,PAIRED,350.0,16764810,ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/007/ERR2575707/ERR2575707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/007/ERR2575707/ERR2575707_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR257/007/ERR2575707
SAMN00001194,SRR029726,9606,Homo sapiens,Illumina Genome Analyzer II,SINGLE,,25919548,ftp.sra.ebi.ac.uk/vol1/fastq/SRR029/SRR029726/SRR029726.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR029/SRR029726
SAMEA3889290,ERR1560291,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,435.0,19221040,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR1560291/ERR1560291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR1560291/ERR1560291_2.fastq.gz;,
SAMN05444489,SRR4235925,746128,Aspergillus fumigatus,Illumina HiSeq 2500,PAIRED,,11458084,ftp.sra.ebi.ac.uk/vol1/fastq/SRR423/005/SRR4235925/SRR4235925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR423/005/SRR4235925/SRR4235925_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR423/005/SRR4235925
SAMN05444179,SRR5829692,1047171,Zymoseptoria tritici,Illumina HiSeq 2500,PAIRED,,25681105,ftp.sra.ebi.ac.uk/vol1/fastq/SRR582/002/SRR5829692/SRR5829692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR582/002/SRR5829692/SRR5829692_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR582/002/SRR5829692
SAMN02868064,SRR3227237,3339,Pinus contorta,Illumina HiSeq 2000,PAIRED,,25527933,ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/007/SRR3227237/SRR3227237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/007/SRR3227237/SRR3227237_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR322/007/SRR3227237
SAMN12089522,SRR9322883,6239,Caenorhabditis elegans,Illumina HiSeq 2500,PAIRED,,10778328,ftp.sra.ebi.ac.uk/vol1/fastq/SRR932/003/SRR9322883/SRR9322883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR932/003/SRR9322883/SRR9322883_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR932/003/SRR9322883
SAMN03492678,SRR2052379,9606,Homo sapiens,Illumina HiSeq 2500,PAIRED,,34634556,ftp.sra.ebi.ac.uk/vol1/fastq/SRR205/009/SRR2052379/SRR2052379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR205/009/SRR2052379/SRR2052379_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR205/009/SRR2052379
SAMN08712059,SRR6837632,64459,Pieris rapae,Illumina HiSeq 2500,PAIRED,,12587385,ftp.sra.ebi.ac.uk/vol1/fastq/SRR683/002/SRR6837632/SRR6837632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR683/002/SRR6837632/SRR6837632_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR683/002/SRR6837632
SAMEA5234785,ERR3331853,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,508.0,37057222,ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/003/ERR3331853/ERR3331853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/003/ERR3331853/ERR3331853_2.fastq.gz;,
SAMN04606785,SRR5131098,9606,Homo sapiens,HiSeq X Ten,PAIRED,,44330470,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/008/SRR5131098/SRR5131098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/008/SRR5131098/SRR5131098_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR513/008/SRR5131098
SAMEA4663751,ERR3654698,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,543.0,26770966,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/008/ERR3654698/ERR3654698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/008/ERR3654698/ERR3654698_2.fastq.gz;,
SAMN10764910,SRR8451367,55577,Dioscorea rotundata,Illumina HiSeq 3000,PAIRED,,13853529,ftp.sra.ebi.ac.uk/vol1/fastq/SRR845/007/SRR8451367/SRR8451367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR845/007/SRR8451367/SRR8451367_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR845/007/SRR8451367
SAMN04498289,SRR3203048,3712,Brassica oleracea,Illumina HiSeq 2000,PAIRED,,28402567,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/008/SRR3203048/SRR3203048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/008/SRR3203048/SRR3203048_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR320/008/SRR3203048
SAMN05552909,SRR4017072,3055,Chlamydomonas reinhardtii,Illumina HiSeq 2500,PAIRED,,22491254,ftp.sra.ebi.ac.uk/vol1/fastq/SRR401/002/SRR4017072/SRR4017072.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR401/002/SRR4017072/SRR4017072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR401/002/SRR4017072/SRR4017072_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR401/002/SRR4017072
SAMN00113489,SRR066294,9544,Macaca mulatta,Illumina Genome Analyzer II,PAIRED,378.0,13559554,ftp.sra.ebi.ac.uk/vol1/fastq/SRR066/SRR066294/SRR066294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR066/SRR066294/SRR066294_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR066/SRR066294
SAMEA4852009,ERR2853385,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,533.0,26848758,ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2853385/ERR2853385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2853385/ERR2853385_2.fastq.gz;,
SAMEA4851558,ERR2932675,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,413.0,28762794,ftp.sra.ebi.ac.uk/vol1/fastq/ERR293/005/ERR2932675/ERR2932675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR293/005/ERR2932675/ERR2932675_2.fastq.gz;,
SAMEA104229455,ERR2647440,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,418.0,29993630,ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/000/ERR2647440/ERR2647440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/000/ERR2647440/ERR2647440_2.fastq.gz;,
SAMEA4851417,ERR2908271,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,397.0,26619628,ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/001/ERR2908271/ERR2908271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/001/ERR2908271/ERR2908271_2.fastq.gz;,
SAMN04028638,SRR2300216,1518534,Anopheles coluzzii,Illumina HiSeq 2500,PAIRED,,20123754,ftp.sra.ebi.ac.uk/vol1/fastq/SRR230/006/SRR2300216/SRR2300216.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR230/006/SRR2300216/SRR2300216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR230/006/SRR2300216/SRR2300216_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR230/006/SRR2300216
SAMEA5058094,ERR3448740,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,555.0,31348216,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3448740/ERR3448740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3448740/ERR3448740_2.fastq.gz;,
