sample_accession,run_accession,tax_id,scientific_name,instrument_model,library_layout,read_count,fastq_ftp,sra_ftp
SAMN04376390,SRR3069085,7227,Drosophila melanogaster,Illumina HiSeq 2500,PAIRED,6953389,ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/005/SRR3069085/SRR3069085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/005/SRR3069085/SRR3069085_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR306/005/SRR3069085
SAMEA3489242,ERR1343083,205,Campylobacter sp.,Illumina HiSeq 2000,PAIRED,2953534,ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1343083/ERR1343083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1343083/ERR1343083_2.fastq.gz;,
SAMN13566275,SRR10694225,1496,Clostridioides difficile,Illumina MiSeq,PAIRED,221535,ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/025/SRR10694225/SRR10694225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/025/SRR10694225/SRR10694225_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR106/025/SRR10694225
SAMEA5979188,ERR3795561,1313,Streptococcus pneumoniae,HiSeq X Ten,PAIRED,2124694,ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3795561/ERR3795561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR379/001/ERR3795561/ERR3795561_2.fastq.gz;,
SAMEA4554055,ERR1945599,1352,Enterococcus faecium,Illumina HiSeq 2000,PAIRED,6973744,ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/009/ERR1945599/ERR1945599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/009/ERR1945599/ERR1945599_2.fastq.gz;,
SAMN07948767,SRR6240855,90897,Cicer echinospermum,Illumina HiSeq 4000,SINGLE,701164,ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/005/SRR6240855/SRR6240855.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR624/005/SRR6240855
SAMN13831950,SRR10875498,28901,Salmonella enterica,Illumina MiSeq,PAIRED,1689869,ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/098/SRR10875498/SRR10875498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/098/SRR10875498/SRR10875498_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR108/098/SRR10875498
SAMEA104343495,ERR2988462,1313,Streptococcus pneumoniae,HiSeq X Ten,PAIRED,3060624,ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2988462/ERR2988462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2988462/ERR2988462_2.fastq.gz;,
SAMN12261701,SRR9674861,1643,Listeria welshimeri,Illumina MiSeq,PAIRED,1377491,ftp.sra.ebi.ac.uk/vol1/fastq/SRR967/001/SRR9674861/SRR9674861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR967/001/SRR9674861/SRR9674861_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR967/001/SRR9674861
SAMEA4522242,ERR1701324,4530,Oryza sativa,Illumina HiSeq 2500,PAIRED,491460,ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1701324/ERR1701324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/004/ERR1701324/ERR1701324_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR170/004/ERR1701324
SAMEA2167867,ERR377231,1280,Staphylococcus aureus,Illumina HiSeq 2000,PAIRED,4053762,ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/ERR377231/ERR377231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/ERR377231/ERR377231_2.fastq.gz;,
SAMN13336319,SRR10499187,28901,Salmonella enterica,NextSeq 550,PAIRED,1713020,ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/087/SRR10499187/SRR10499187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/087/SRR10499187/SRR10499187_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR104/087/SRR10499187
SAMN10537238,SRR8294031,726,Haemophilus haemolyticus,NextSeq 500,PAIRED,1145207,ftp.sra.ebi.ac.uk/vol1/fastq/SRR829/001/SRR8294031/SRR8294031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR829/001/SRR8294031/SRR8294031_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR829/001/SRR8294031
SAMN03274580,SRR1766372,3649,Carica papaya,Illumina HiSeq 2500,PAIRED,47308928,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1766372/SRR1766372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1766372/SRR1766372_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR176/002/SRR1766372
SAMN05980540,SRR4897326,624,Shigella sonnei,Illumina HiSeq 2500,PAIRED,1628909,ftp.sra.ebi.ac.uk/vol1/fastq/SRR489/006/SRR4897326/SRR4897326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR489/006/SRR4897326/SRR4897326_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR489/006/SRR4897326
SAMN04867494,SRR3401742,28901,Salmonella enterica,Illumina MiSeq,PAIRED,1506624,ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/002/SRR3401742/SRR3401742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/002/SRR3401742/SRR3401742_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR340/002/SRR3401742
SAMEA2055531,ERR246473,112509,Hordeum vulgare subsp. vulgare,Illumina HiSeq 2000,PAIRED,24314301,ftp.sra.ebi.ac.uk/vol1/fastq/ERR246/ERR246473/ERR246473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR246/ERR246473/ERR246473_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR246/ERR246473
SAMN04196959,SRR2776316,78156,Pseudogymnoascus,Illumina MiSeq,PAIRED,2392025,ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/006/SRR2776316/SRR2776316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/006/SRR2776316/SRR2776316_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR277/006/SRR2776316
SAMN13672837,SRR10759707,28901,Salmonella enterica,Illumina MiSeq,PAIRED,685457,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/007/SRR10759707/SRR10759707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/007/SRR10759707/SRR10759707_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR107/007/SRR10759707
SAMN12830301,SRR10173304,28901,Salmonella enterica,Illumina MiSeq,PAIRED,906532,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/004/SRR10173304/SRR10173304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/004/SRR10173304/SRR10173304_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/004/SRR10173304
SAMEA5365924,ERR3179686,1070528,viral metagenome,Illumina HiSeq 2500,PAIRED,10670558,ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/006/ERR3179686/ERR3179686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/006/ERR3179686/ERR3179686_2.fastq.gz;,
SAMN08522628,SRR7401680,485,Neisseria gonorrhoeae,Illumina HiSeq 2500,PAIRED,358952,ftp.sra.ebi.ac.uk/vol1/fastq/SRR740/000/SRR7401680/SRR7401680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR740/000/SRR7401680/SRR7401680_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR740/000/SRR7401680
SAMEA6144960,ERR3637029,28901,Salmonella enterica,Illumina NovaSeq 6000,PAIRED,620061,ftp.sra.ebi.ac.uk/vol1/fastq/ERR363/009/ERR3637029/ERR3637029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR363/009/ERR3637029/ERR3637029_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR363/009/ERR3637029
SAMN08367414,SRR6495761,28901,Salmonella enterica,Illumina MiSeq,PAIRED,1106462,ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/001/SRR6495761/SRR6495761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/001/SRR6495761/SRR6495761_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR649/001/SRR6495761
SAMEA104456865,ERR3272479,1313,Streptococcus pneumoniae,HiSeq X Ten,PAIRED,2184044,ftp.sra.ebi.ac.uk/vol1/fastq/ERR327/009/ERR3272479/ERR3272479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR327/009/ERR3272479/ERR3272479_2.fastq.gz;,
SAMN08167610,SRR6373594,562,Escherichia coli,Illumina MiSeq,PAIRED,1148479,ftp.sra.ebi.ac.uk/vol1/fastq/SRR637/004/SRR6373594/SRR6373594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR637/004/SRR6373594/SRR6373594_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR637/004/SRR6373594
SAMN05326486,SRR3822906,75985,Mannheimia haemolytica,Illumina MiSeq,PAIRED,158938,ftp.sra.ebi.ac.uk/vol1/fastq/SRR382/006/SRR3822906/SRR3822906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR382/006/SRR3822906/SRR3822906_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR382/006/SRR3822906
SAMEA4552157,ERR1937175,562,Escherichia coli,Illumina HiSeq 2500,PAIRED,2008580,ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/005/ERR1937175/ERR1937175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/005/ERR1937175/ERR1937175_2.fastq.gz;,
SAMN03863711,SRR3798936,9925,Capra hircus,Illumina HiSeq 2000,PAIRED,4000000,ftp.sra.ebi.ac.uk/vol1/fastq/SRR379/006/SRR3798936/SRR3798936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR379/006/SRR3798936/SRR3798936_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR379/006/SRR3798936
SAMN03004808,SRR1572269,4081,Solanum lycopersicum,Illumina HiSeq 2000,PAIRED,35747174,ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/009/SRR1572269/SRR1572269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/009/SRR1572269/SRR1572269_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR157/009/SRR1572269
SAMN13024171,SRR10271787,562,Escherichia coli,Illumina HiSeq 2500,SINGLE,2013019,ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/087/SRR10271787/SRR10271787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/087/SRR10271787/SRR10271787_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR102/087/SRR10271787
SAMEA1904633,ERR298986,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,28967414,ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298986/ERR298986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/ERR298986/ERR298986_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR298/ERR298986
SAMEA5368185,ERR3171350,1352,Enterococcus faecium,Illumina MiSeq,PAIRED,196620,ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/000/ERR3171350/ERR3171350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/000/ERR3171350/ERR3171350_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR317/000/ERR3171350
SAMEA2175083,ERR381981,287,Pseudomonas aeruginosa,Illumina HiSeq 2000,PAIRED,5341186,ftp.sra.ebi.ac.uk/vol1/fastq/ERR381/ERR381981/ERR381981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR381/ERR381981/ERR381981_2.fastq.gz;,
SAMN06579049,SRR5341373,1773,Mycobacterium tuberculosis,Illumina HiSeq 2500,PAIRED,1476854,ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5341373/SRR5341373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5341373/SRR5341373_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR534/003/SRR5341373
SAMEA2298187,ERR505896,1313,Streptococcus pneumoniae,Illumina HiSeq 2000,PAIRED,4174086,ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/ERR505896/ERR505896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/ERR505896/ERR505896_2.fastq.gz;,
SAMN07644175,SRR6036911,9606,Homo sapiens,NextSeq 500,SINGLE,5028974,ftp.sra.ebi.ac.uk/vol1/fastq/SRR603/001/SRR6036911/SRR6036911.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR603/001/SRR6036911
SAMN10058198,SRR7827122,1639,Listeria monocytogenes,Illumina HiSeq 2500,PAIRED,2333407,ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/002/SRR7827122/SRR7827122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/002/SRR7827122/SRR7827122_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR782/002/SRR7827122
SAMEA2056104,ERR323948,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,21713162,ftp.sra.ebi.ac.uk/vol1/fastq/ERR323/ERR323948/ERR323948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR323/ERR323948/ERR323948_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR323/ERR323948
SAMEA1692303,ERR217472,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Illumina HiSeq 2000,PAIRED,1425857,ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217472/ERR217472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217472/ERR217472_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR217/ERR217472
SAMN09605122,SRR7503493,197,Campylobacter jejuni,Illumina MiSeq,PAIRED,172886,ftp.sra.ebi.ac.uk/vol1/fastq/SRR750/003/SRR7503493/SRR7503493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR750/003/SRR7503493/SRR7503493_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR750/003/SRR7503493
SAMN10774503,SRR8456272,624,Shigella sonnei,Illumina MiSeq,PAIRED,1659482,ftp.sra.ebi.ac.uk/vol1/fastq/SRR845/002/SRR8456272/SRR8456272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR845/002/SRR8456272/SRR8456272_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR845/002/SRR8456272
SAMEA2335689,ERR505489,1313,Streptococcus pneumoniae,Illumina HiSeq 2000,PAIRED,5078880,ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/ERR505489/ERR505489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/ERR505489/ERR505489_2.fastq.gz;,
SAMN09276798,SRR7230353,562,Escherichia coli,Illumina HiSeq 2500,PAIRED,2981817,ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/003/SRR7230353/SRR7230353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/003/SRR7230353/SRR7230353_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR723/003/SRR7230353
SAMN13977789,SRR11015459,195,Campylobacter coli,Illumina MiSeq,PAIRED,451975,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/059/SRR11015459/SRR11015459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/059/SRR11015459/SRR11015459_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR110/059/SRR11015459
SAMEA5417764,ERR3269512,5833,Plasmodium falciparum,Illumina MiSeq,PAIRED,48132,ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/002/ERR3269512/ERR3269512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/002/ERR3269512/ERR3269512_2.fastq.gz;,
SAMN02847056,SRR1562628,28150,Salmonella enterica subsp. enterica serovar Senftenberg,Illumina MiSeq,PAIRED,740322,ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1562628/SRR1562628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1562628/SRR1562628_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR156/008/SRR1562628
SAMN05965582,SRR4787300,624,Shigella sonnei,Illumina HiSeq 2500,PAIRED,2610577,ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4787300/SRR4787300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4787300/SRR4787300_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR478/000/SRR4787300
SAMN03018367,SRR1573687,1773,Mycobacterium tuberculosis,Illumina MiSeq,PAIRED,915139,ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/007/SRR1573687/SRR1573687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/007/SRR1573687/SRR1573687_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR157/007/SRR1573687
SAMEA2796980,ERR750741,1313,Streptococcus pneumoniae,Illumina HiSeq 2000,PAIRED,5542790,ftp.sra.ebi.ac.uk/vol1/fastq/ERR750/ERR750741/ERR750741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR750/ERR750741/ERR750741_2.fastq.gz;,
SAMN08113967,SRR6351150,192955,Salmonella enterica subsp. enterica serovar Kentucky,Illumina MiSeq,PAIRED,906263,ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/000/SRR6351150/SRR6351150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/000/SRR6351150/SRR6351150_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR635/000/SRR6351150
SAMN02800443,SRR1342431,4932,Saccharomyces cerevisiae,Illumina HiSeq 2000,PAIRED,15519365,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/001/SRR1342431/SRR1342431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/001/SRR1342431/SRR1342431_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR134/001/SRR1342431
SAMN12676269,SRR10058918,562,Escherichia coli,Illumina HiSeq 2500,PAIRED,1767636,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/018/SRR10058918/SRR10058918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/018/SRR10058918/SRR10058918_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/018/SRR10058918
SAMEA104090899,ERR2668722,1416747,Vibrio cholerae O1 biovar El Tor str. Ogawa RND19187,HiSeq X Ten,PAIRED,4558630,ftp.sra.ebi.ac.uk/vol1/fastq/ERR266/002/ERR2668722/ERR2668722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR266/002/ERR2668722/ERR2668722_2.fastq.gz;,
SAMEA1684372,ERR216890,4932,Saccharomyces cerevisiae,Illumina HiSeq 2000,PAIRED,2866700,ftp.sra.ebi.ac.uk/vol1/fastq/ERR216/ERR216890/ERR216890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR216/ERR216890/ERR216890_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR216/ERR216890
SAMEA2340230,ERR418713,1280,Staphylococcus aureus,Illumina HiSeq 2000,PAIRED,982426,ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418713/ERR418713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418713/ERR418713_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418713
SAMEA3281479,ERR926392,562,Escherichia coli,Illumina HiSeq 2000,PAIRED,4398010,ftp.sra.ebi.ac.uk/vol1/fastq/ERR926/ERR926392/ERR926392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR926/ERR926392/ERR926392_2.fastq.gz;,
SAMN01036793,SRR591145,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,1795315,ftp.sra.ebi.ac.uk/vol1/fastq/SRR591/SRR591145/SRR591145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR591/SRR591145/SRR591145_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR591/SRR591145
SAMN06269141,SRR5880591,38727,Panicum virgatum,Illumina HiSeq 2500,PAIRED,35893307,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/001/SRR5880591/SRR5880591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/001/SRR5880591/SRR5880591_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR588/001/SRR5880591
SAMN04229144,SRR2906258,8049,Gadus morhua,Illumina HiSeq 2500,PAIRED,5088976,ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906258/SRR2906258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906258/SRR2906258_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906258
SAMN08874958,SRR6953903,487,Neisseria meningitidis,Illumina MiSeq,PAIRED,314600,ftp.sra.ebi.ac.uk/vol1/fastq/SRR695/003/SRR6953903/SRR6953903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR695/003/SRR6953903/SRR6953903_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR695/003/SRR6953903
SAMN08298837,SRR6452137,595,Salmonella enterica subsp. enterica serovar Infantis,Illumina MiSeq,PAIRED,597111,ftp.sra.ebi.ac.uk/vol1/fastq/SRR645/007/SRR6452137/SRR6452137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR645/007/SRR6452137/SRR6452137_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR645/007/SRR6452137
SAMN07440368,SRR5908298,28901,Salmonella enterica,Illumina MiSeq,PAIRED,566541,ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/008/SRR5908298/SRR5908298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/008/SRR5908298/SRR5908298_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR590/008/SRR5908298
SAMEA1903278,ERR278216,813,Chlamydia trachomatis,Illumina HiSeq 2000,PAIRED,1950520,ftp.sra.ebi.ac.uk/vol1/fastq/ERR278/ERR278216/ERR278216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR278/ERR278216/ERR278216_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR278/ERR278216
SAMEA3257409,ERR762828,10090,Mus musculus,Illumina HiSeq 2000,PAIRED,770868,ftp.sra.ebi.ac.uk/vol1/fastq/ERR762/ERR762828/ERR762828.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR762/ERR762828/ERR762828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR762/ERR762828/ERR762828_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR762/ERR762828
SAMN10507920,SRR8276499,715468,Cicer arietinum x Cicer reticulatum,Illumina HiSeq 4000,SINGLE,2976026,ftp.sra.ebi.ac.uk/vol1/fastq/SRR827/009/SRR8276499/SRR8276499.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR827/009/SRR8276499
SAMN00006581,ERR1502488,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,710000,ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/008/ERR1502488/ERR1502488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/008/ERR1502488/ERR1502488_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR150/008/ERR1502488
SAMN05203396,SRR5010528,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Illumina MiSeq,PAIRED,603705,ftp.sra.ebi.ac.uk/vol1/fastq/SRR501/008/SRR5010528/SRR5010528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR501/008/SRR5010528/SRR5010528_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR501/008/SRR5010528
SAMEA5234521,ERR3282261,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,24883886,ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3282261/ERR3282261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3282261/ERR3282261_2.fastq.gz;,
SAMN00006581,ERR1505257,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,154309,ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/007/ERR1505257/ERR1505257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/007/ERR1505257/ERR1505257_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR150/007/ERR1505257
SAMEA3505299,ERR983231,1773,Mycobacterium tuberculosis,Illumina MiSeq,PAIRED,1254922,ftp.sra.ebi.ac.uk/vol1/fastq/ERR983/ERR983231/ERR983231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR983/ERR983231/ERR983231_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR983/ERR983231
SAMEA4383843,ERR1756814,9606,Homo sapiens,Illumina HiSeq 2500,PAIRED,4702768,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/004/ERR1756814/ERR1756814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/004/ERR1756814/ERR1756814_2.fastq.gz;,
SAMN09767147,SRR7748485,562,Escherichia coli,Illumina HiSeq 2500,PAIRED,1389525,ftp.sra.ebi.ac.uk/vol1/fastq/SRR774/005/SRR7748485/SRR7748485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR774/005/SRR7748485/SRR7748485_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR774/005/SRR7748485
SAMEA847161,ERR025074,1496,Clostridioides difficile,Illumina Genome Analyzer II,PAIRED,6252883,ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025074/ERR025074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025074/ERR025074_2.fastq.gz;,
